,accrual_date,maturity_date,interest_payment_freuency,original_coupon_rate,nominal_value,accrual_compounding_method,business_day_convention_code
564,2019-10-02,2026-06-30,1,0.1000000,null,null,null
565,null,2023-07-25,null,0.0000000,null,null,null
566,2021-09-03,2022-03-07,2,7.0000000,null,null,2
567,null,2022-11-16,null,0.0000000,null,null,null
568,null,2026-10-26,null,0.0000000,1000.000000,null,null
569,null,2022-05-23,null,null,null,null,null
570,null,2025-07-09,null,null,null,null,null
571,null,2023-02-27,null,null,null,null,null
572,null,2022-05-24,null,null,null,null,null
573,null,2023-09-14,null,0.0000000,null,null,null
574,null,null,1,null,1000.000000,6,5
575,2019-10-07,2027-10-07,1,4.6500000,1000000.000000,null,2
576,2021-07-02,2024-07-02,5,2.2500000,null,null,5
577,null,2023-11-15,null,0.0000000,1000.000000,null,null
578,null,2022-05-06,null,null,null,null,null
579,null,2023-07-18,null,0.0000000,null,null,null
580,null,2022-08-30,5,12.5000000,null,null,null
581,null,2022-05-25,null,null,null,null,null
582,null,2022-09-14,null,0.0000000,null,null,null
583,null,2022-05-04,null,null,null,null,null
584,null,2022-08-16,36,20.2500000,null,null,null
585,2018-08-23,2023-08-16,1,1.3000000,null,null,5
586,null,2022-05-31,null,0.0000000,1000.000000,null,null
587,2021-06-30,2024-07-01,3,3.5000000,1000.000000,null,5
588,null,2022-05-27,null,null,null,null,null
589,2021-01-13,2021-05-17,2,15.0000000,null,null,5
590,null,2022-05-06,null,null,null,null,null
591,null,2024-08-09,null,null,null,null,null
592,null,2019-02-01,36,5.0400000,null,null,null
593,null,2022-05-24,null,null,null,null,null
594,null,2022-05-23,null,null,null,null,null
595,2018-08-23,2024-02-28,1,13.0000000,1000.000000,6,3
596,2018-08-16,2038-08-17,1,null,null,null,5
597,2021-11-29,2023-12-01,2,9.6800000,null,null,5
598,2021-09-13,2051-09-13,null,null,null,null,5
599,2021-08-27,2022-03-03,2,0.5000000,null,null,5
600,null,2022-05-05,null,null,null,null,null
601,null,2022-08-04,null,null,null,null,null
602,null,2023-06-26,null,7.9600000,null,null,null
603,null,2022-05-06,null,null,null,null,null
604,null,null,null,null,null,null,null
605,2020-04-09,2027-04-09,3,0.1000000,1000.000000,null,5
606,2021-08-20,2022-08-22,5,null,null,null,5
607,null,2100-12-30,null,0.0000000,null,null,null
608,null,null,1,null,1000.000000,6,5
609,null,2022-05-24,null,null,null,null,null
610,2021-11-24,2024-05-24,5,null,null,null,null
611,null,2022-05-26,null,null,null,null,null
612,null,2023-06-23,null,0.0000000,null,null,null
613,2021-08-30,2023-08-25,3,3.5000000,1000.000000,null,5
614,2018-08-14,2023-08-14,1,0.5000000,null,null,5
615,null,2022-05-26,null,null,null,null,null
616,2021-11-17,2022-08-22,2,9.0000000,null,null,5
617,2018-08-01,2022-08-01,5,null,null,null,5
618,null,2022-05-06,null,null,null,null,null
619,null,2022-05-23,null,null,null,null,null
620,null,2022-05-16,null,null,null,null,null
621,2019-10-02,2022-09-30,5,1.6830000,10000.000000,null,5
622,2021-07-19,2022-07-19,5,9.2400000,null,null,5
623,null,2022-09-23,null,0.0000000,null,null,null
624,2021-09-08,2022-03-10,2,20.0000000,10000.000000,null,2
625,null,2024-06-28,5,4.0860000,null,null,null
626,null,2022-08-29,5,8.2500000,null,null,null
627,null,2022-04-19,null,4.5000000,1000.000000,null,null
628,2021-08-30,2022-12-23,36,12.1000000,1000.000000,null,5
629,null,2022-08-17,null,0.0000000,null,null,null
630,null,2022-06-01,null,null,null,null,null
631,null,2018-11-01,null,10.6000000,null,null,null
632,2018-08-02,2026-08-01,1,6.6250000,1000.000000,6,5
633,null,2028-07-31,1,6.0000000,1000.000000,6,3
634,2021-09-02,null,3,3.1250000,1000.000000,null,5
635,2018-08-09,2023-02-10,null,null,null,null,null
636,null,2022-08-09,null,null,null,null,null
637,null,2022-05-05,null,null,null,null,null
638,2021-12-01,2023-12-04,5,3.0000000,null,null,5
639,null,2025-12-24,36,null,null,null,null
640,null,2022-05-27,null,null,null,null,null
641,null,2022-05-23,null,null,null,null,null
642,2021-09-07,2022-03-04,2,null,null,null,null
643,null,2022-05-16,null,null,null,null,null
644,null,2023-01-27,null,5.6500000,null,null,null
645,null,2024-07-26,null,0.0000000,null,null,null
646,2021-11-29,2022-03-03,2,12.0000000,null,null,5
647,null,2022-08-10,null,null,null,null,null
648,null,2022-04-20,null,null,null,null,null
649,null,2022-05-16,null,null,null,null,null
650,null,2022-05-11,null,null,null,null,null
651,null,null,1,null,1000.000000,6,5
652,2018-08-28,2024-08-08,3,null,null,null,null
653,null,null,1,null,1000.000000,6,5
654,null,2022-03-02,null,5.7600000,null,null,null
655,2019-09-25,2023-09-30,null,4.5000000,null,null,null
656,2021-11-17,2024-11-22,1,0.0100000,1000.000000,null,5
657,2021-09-02,2022-09-07,5,2.3000000,null,null,5
658,null,2022-08-24,5,8.3352000,1000.000000,null,null
659,2021-08-31,2023-08-31,3,0.1400000,1000000.000000,null,2
660,null,2022-03-09,null,null,null,null,null
661,2020-12-28,2025-12-28,3,5.4000000,100.000000,null,5
662,2020-04-16,2029-04-16,3,0.1900000,1000.000000,null,5
663,2021-08-25,2022-08-24,36,0.0700000,1000.000000,6,5
664,null,2022-05-05,null,null,null,null,null
665,null,2022-09-28,null,0.0000000,null,null,null
666,null,2022-05-26,null,null,null,null,null
667,null,2038-12-16,null,0.0000000,10000.000000,null,null
668,null,2022-05-04,null,null,null,null,null
669,2016-12-15,2021-12-15,3,6.8000000,100.000000,null,5
670,null,2022-08-09,null,null,null,null,null
671,null,2022-06-06,null,null,null,null,null
672,null,2022-05-13,null,null,null,null,null
673,null,2022-08-22,null,null,null,null,null
674,null,2025-09-29,null,0.0000000,1.000000,null,null
675,2018-07-24,2024-07-24,1,12.1000000,100000.000000,null,5
676,null,2022-08-29,36,6.7900000,null,null,null
677,null,2022-08-11,null,null,null,null,null
678,null,2022-05-16,null,null,null,null,null
679,2018-08-01,2028-08-02,null,null,null,null,null
680,null,2100-12-30,null,0.0000000,null,null,null
681,null,2026-08-17,null,null,null,null,null
682,null,2031-02-26,null,null,null,null,null
683,2021-08-24,2022-08-30,5,10.8900000,50000.000000,null,5
684,null,2022-05-27,null,null,null,null,null
685,2021-11-18,2031-11-18,1,0.2350000,100000000.000000,null,4
686,null,2022-05-04,null,null,null,null,null
687,null,null,1,null,1000.000000,6,5
688,null,null,1,null,1000.000000,6,3
689,null,2022-05-12,null,null,null,null,null
690,null,2022-07-28,36,1.8100000,null,null,null
691,null,2022-05-04,null,null,null,null,null
692,2021-08-26,2022-08-26,2,7.5000000,null,null,5
693,2021-08-06,2031-08-06,5,10.0000000,1000.000000,null,5
694,null,2022-05-12,null,null,null,null,null
695,null,2022-08-09,null,null,null,null,null
696,2021-12-01,2024-12-02,5,4.0000000,null,null,5
697,2021-11-19,2022-12-21,36,8.2500000,1000.000000,null,5
698,null,2022-04-11,null,null,null,null,null
699,null,2022-08-19,1,21.1427000,null,null,null
700,null,2022-05-16,null,null,null,null,null
701,null,2023-10-20,36,null,null,null,null
702,2021-11-18,2023-05-18,5,5.5000000,5000.000000,null,5
703,null,2022-08-10,null,null,null,null,null
704,2021-08-30,2022-03-04,36,12.9500000,1000.000000,null,5
705,null,2024-02-26,null,7.7200000,null,null,null
706,null,2022-08-26,5,3.2780000,null,null,null
707,null,2022-08-12,null,null,null,null,null
708,2018-08-13,2023-06-26,null,null,null,null,null
709,null,2023-10-16,null,0.0000000,100.000000,null,null
710,null,2022-11-18,1,null,null,null,null
711,2021-08-23,2023-08-24,5,1.0000000,null,null,5
712,2018-08-06,2023-07-06,null,null,null,null,null
713,2021-08-30,2022-08-26,36,6.8000000,1000.000000,null,5
714,2019-10-02,2022-09-30,5,1.7050000,10000.000000,null,5
715,2021-11-24,2022-11-30,35,10.0002000,null,null,5
716,2019-10-18,2024-10-25,5,null,null,null,2
717,2018-08-01,2028-07-27,3,0.0000000,null,null,5
718,null,2022-05-26,null,null,null,null,null
719,2021-09-15,2022-09-19,36,6.5000000,1000.000000,null,5
720,null,2022-05-11,null,null,null,null,null
721,null,2022-08-09,null,null,null,null,null
722,null,2024-08-30,3,null,null,null,null
723,null,2022-05-04,null,null,null,null,null
724,null,2023-08-21,5,null,null,null,null
725,null,2022-05-11,null,null,null,null,null
726,null,2022-05-23,null,null,null,null,null
727,null,2022-08-09,null,null,null,null,null
728,null,2022-05-16,null,null,null,null,null
729,null,2024-08-19,null,null,null,null,null
730,null,null,1,null,1000.000000,6,5
731,null,2022-08-22,null,null,null,null,null
732,null,null,1,null,1000.000000,6,3
733,null,null,1,null,1000.000000,6,5
734,null,2022-08-12,null,null,null,null,null
735,null,2022-05-12,null,null,null,null,null
736,null,2022-08-12,null,null,null,null,null
737,null,2024-09-23,null,null,null,null,null
738,null,2022-05-27,null,null,null,null,null
739,null,null,null,null,null,null,null
740,2021-07-14,2023-01-17,2,8.5000000,null,null,5
741,null,2022-05-06,null,null,null,null,null
742,null,null,1,null,1000.000000,6,5
743,2021-09-01,2023-09-01,5,null,null,null,5
744,2021-08-26,2022-04-28,2,0.6667000,null,null,5
745,null,2022-10-06,null,0.0000000,null,null,null
746,null,2022-08-17,1,5.0374000,null,null,null
747,null,2027-01-20,36,null,null,null,null
748,null,2022-05-06,null,null,null,null,null
749,null,2022-05-23,null,null,null,null,null
750,null,2022-05-11,null,null,null,null,null
751,null,2022-08-26,null,0.0000000,null,null,null
752,null,2022-10-20,5,9.0948000,null,null,null
753,2021-08-26,2022-03-02,2,12.0000000,null,null,5
754,null,2024-10-25,null,0.0000000,null,null,null
755,2021-08-31,2023-08-31,5,0.0000000,1000.000000,null,5
756,2019-10-02,2022-03-02,5,1.7000000,10000.000000,null,5
757,2021-08-25,2022-08-30,2,7.0000000,null,null,5
758,null,2022-05-16,null,null,null,null,null
759,null,2022-05-12,null,null,null,null,null
760,2021-08-19,2022-08-23,2,10.8200000,null,null,5
761,null,2022-05-12,null,null,null,null,null
762,2018-08-13,2023-08-14,2,null,null,null,5
763,2021-11-22,2022-11-22,5,10.6000000,null,null,5
764,null,2022-05-27,null,null,null,null,null
765,2018-08-09,2023-08-10,2,3.3000000,null,null,5
766,null,2026-06-15,null,null,null,null,null
767,null,2022-08-11,null,null,null,null,null
768,2019-10-16,2024-07-05,5,1.7500000,null,null,5
769,null,2022-05-18,null,0.0000000,null,null,null
770,null,2022-05-05,null,null,null,null,null
771,null,2022-05-06,null,null,null,null,null
772,null,2024-08-07,null,0.0000000,1000.000000,null,null
773,null,null,1,null,1000.000000,6,5
774,null,null,1,null,1000.000000,6,3
775,null,2022-05-13,null,null,null,null,null
776,null,null,1,null,1000.000000,6,5
777,null,2024-03-22,null,null,null,null,null
778,null,2022-06-25,null,0.0000000,1000.000000,null,null
779,null,null,1,null,1000.000000,6,5
780,null,2022-05-11,null,null,null,null,null
781,null,2027-01-27,null,0.0000000,10000.000000,null,null
782,2021-08-19,2022-08-24,2,20.0000000,null,null,5
783,null,2022-08-31,null,0.0000000,500000.000000,null,null
784,null,2023-02-01,null,5.6500000,null,null,null
785,null,2022-05-12,null,null,null,null,null
786,null,2022-08-10,null,null,null,null,null
787,2021-08-19,2023-02-20,null,7.4000000,null,null,5
788,null,2038-07-05,null,0.0000000,null,null,null
789,null,2022-05-04,null,0.0000000,null,null,null
790,2015-12-04,2022-12-04,3,5.2400000,100.000000,null,5
791,null,2022-05-27,null,null,null,null,null
792,null,2023-06-27,null,null,null,null,null
793,2021-08-31,2023-09-01,5,4.0000000,null,null,5
794,null,2022-05-05,null,null,null,null,null
795,null,2022-08-09,null,null,null,null,null
796,2021-08-30,2022-12-23,36,8.4000000,1000.000000,null,5
797,2021-08-30,2022-09-23,36,14.1000000,1000.000000,null,5
798,2021-11-22,2022-06-27,2,16.8000000,null,null,5
799,null,2022-05-11,null,null,null,null,null
800,null,2022-05-11,null,null,null,null,null
801,null,2022-05-04,null,null,null,null,null
802,null,null,1,null,1000.000000,6,5
803,null,null,1,null,1000.000000,6,5
804,2021-08-30,2022-06-24,36,14.7000000,1000.000000,null,5
805,2020-03-23,2022-03-23,1,11.8800000,null,null,5
806,null,2027-02-02,null,0.0000000,1000.000000,null,null
807,null,2023-10-16,null,0.0000000,null,null,null
808,null,null,1,null,1000.000000,6,5
809,2021-08-26,2022-08-30,2,10.0000000,null,null,5
810,null,null,1,null,1000.000000,6,5
811,null,2022-05-26,null,0.0000000,1000.000000,null,null
812,null,2022-05-27,null,null,null,null,null
813,2021-12-06,2022-09-06,2,6.0000000,null,null,5
814,2021-08-19,2022-08-19,1,0.5500000,1000.000000,6,5
815,null,2023-09-07,null,0.0000000,2867.000000,null,null
816,null,2022-05-16,null,null,null,null,null
817,null,2024-07-22,null,null,null,null,null
818,null,2022-05-12,null,null,null,null,null
819,null,2022-05-06,null,null,null,null,null
820,null,2023-08-07,null,0.0000000,1000.000000,null,null
821,2021-09-06,2022-09-07,5,8.5000000,null,null,5
822,null,2022-05-11,null,null,null,null,null
823,null,2022-08-01,null,0.0000000,null,null,null
824,null,2026-10-29,null,11.0000000,null,null,null
825,2021-09-08,2022-09-09,5,7.8000000,null,null,5
826,null,2026-02-17,null,0.0000000,1000.000000,null,null
827,2021-09-07,2023-09-08,null,0.0999000,null,null,5
828,null,2022-08-09,null,null,null,null,null
829,2021-07-06,2026-07-07,5,1.3000000,null,null,5
830,null,2023-08-31,null,0.0000000,1000.000000,null,null
831,null,2022-05-04,null,null,null,null,null
832,2021-08-26,2022-09-23,36,4.5000000,1000.000000,null,5
833,2021-08-25,2022-05-27,2,10.0008000,null,null,5
834,null,null,1,null,1000.000000,6,5
835,2021-08-30,2022-08-26,36,11.8000000,1000.000000,null,5
836,null,2022-08-22,null,null,null,null,null
837,null,2022-05-12,null,null,null,null,null
838,2021-11-22,2022-08-25,2,7.5600000,null,null,5
839,null,2022-05-12,null,null,null,null,null
840,null,2022-05-06,null,null,null,null,null
841,null,2031-05-28,null,null,null,null,null
842,null,2022-05-04,null,null,null,null,null
843,null,2022-05-17,null,null,null,null,null
844,null,2022-05-16,null,null,null,null,null
845,2021-08-19,2023-08-19,1,1.1700000,1000.000000,null,5
846,2021-09-09,2022-09-09,5,16.3800000,null,null,5
847,null,2022-05-23,null,null,null,null,null
848,2021-08-16,2022-08-18,5,8.0000000,10000.000000,null,2
849,null,2022-06-02,null,0.0000000,1000.000000,null,null
850,null,null,1,null,1000.000000,6,5
851,null,null,1,null,1000.000000,6,5
852,null,2022-08-08,null,null,null,null,null
853,null,2022-12-21,null,0.0000000,null,null,null
854,null,2022-05-04,null,null,null,null,null
855,2021-09-07,2022-12-07,5,12.0000000,1000.000000,null,5
856,null,2022-05-11,null,null,null,null,null
857,null,2022-05-13,null,null,null,null,null
858,null,2023-01-30,null,null,null,null,null
859,null,null,1,null,1000.000000,6,5
860,2020-04-02,2023-04-03,2,9.0000000,null,null,5
861,2019-10-04,2026-10-05,1,3.2440000,1000.000000,6,5
862,2021-11-24,2023-02-24,5,5.7000000,5000.000000,null,5
863,null,2022-03-31,null,0.0000000,1000.000000,null,null
864,null,2025-07-21,36,null,null,null,null
865,null,2022-08-22,null,null,null,null,null
866,2021-11-19,2022-03-24,36,3.0000000,1000.000000,null,5
867,null,2022-08-25,null,0.0000000,null,null,null
868,2021-08-30,2022-03-25,36,24.6000000,1000.000000,null,5
869,2018-08-03,2023-07-31,5,null,1000.000000,null,5
870,null,2022-08-02,null,0.0000000,1000.000000,null,null
871,null,2022-08-31,null,7.3500000,null,null,null
872,null,2022-05-16,null,null,null,null,null
873,2021-08-11,2022-08-15,1,13.2100000,null,null,5
874,2021-09-08,2024-09-08,1,0.9000000,1000.000000,6,5
875,null,2022-05-13,null,null,null,null,null
876,null,2022-05-12,null,null,null,null,null
877,null,2022-09-12,null,0.0000000,null,null,null
878,null,2022-05-04,null,null,null,null,null
879,null,2024-09-04,null,0.0000000,null,null,null
880,null,2024-06-07,null,null,null,null,null
881,null,2022-08-08,null,null,null,null,null
882,2021-11-25,2022-06-02,null,8.0000000,null,null,5
883,null,2022-06-25,null,0.0000000,1000.000000,null,null
884,null,null,1,null,1000.000000,6,5
885,null,2022-08-23,2,10.0000000,null,null,null
886,2021-08-25,2024-08-19,5,3.0000000,null,null,5
887,null,2022-09-07,null,0.0000000,null,null,null
888,null,null,1,null,1000.000000,6,5
889,null,2022-08-10,null,null,null,null,null
890,2021-09-07,2022-09-07,5,11.0000000,null,null,5
891,null,2022-08-18,null,0.0000000,null,null,null
892,null,2022-05-12,null,null,null,null,null
893,null,2026-08-17,null,null,null,null,null
894,null,2023-03-31,3,null,null,null,null
895,null,2023-07-27,null,0.0000000,null,null,null
896,null,2023-06-19,null,null,null,null,null
897,2021-09-14,2022-09-14,2,10.0000000,null,null,5
898,null,2022-05-27,null,null,null,null,null
899,2019-10-10,2022-10-11,1,1.9000000,1000.000000,6,5
900,null,2022-05-25,null,null,null,null,null
901,null,null,1,null,1000.000000,6,5
902,2021-09-08,2022-09-08,5,18.3600000,null,null,5
903,2021-09-01,2022-03-03,2,6.0000000,null,null,5
904,null,2022-08-19,5,6.8000000,null,null,null
905,null,2022-05-27,null,0.0000000,1000.000000,null,null
906,null,2019-07-31,1,10.5900000,null,null,null
907,null,2022-05-15,null,0.0000000,100.000000,null,null
908,null,2022-08-08,null,null,null,null,null
909,null,2022-05-11,null,null,null,null,null
910,2021-07-14,2023-07-18,2,6.0000000,null,null,5
911,null,2022-08-08,null,null,null,null,null
912,null,2024-06-21,null,null,null,null,null
913,null,2022-03-02,null,null,null,null,null
914,2021-08-27,2022-03-02,2,8.0000000,null,null,null
915,2021-09-02,2022-09-02,2,8.1500000,null,null,5
916,2021-08-30,2022-12-23,36,9.6000000,1000.000000,null,5
917,null,2022-05-24,null,0.0000000,null,null,null
918,null,2022-05-25,null,null,null,null,null
919,null,2022-05-27,null,null,null,null,null
920,null,2026-07-25,null,2.5000000,null,null,null
921,2018-07-27,2025-07-25,5,null,200000.000000,null,2
922,2021-08-24,2022-08-30,5,13.2700000,1000.000000,null,5
923,null,2027-08-16,null,0.0000000,null,null,null
924,null,2031-07-14,null,null,null,null,null
925,null,2022-08-05,null,null,null,null,null
926,2021-12-01,2023-12-04,5,7.0000000,null,null,5
927,null,2022-06-27,null,null,null,null,null
928,2021-08-27,2022-03-31,2,22.3200000,null,null,2
929,2019-10-10,2024-10-10,5,null,null,null,5
930,2018-08-08,2025-02-07,1,3.3000000,1000.000000,6,3
931,null,2022-09-06,null,0.0000000,null,null,null
932,null,2022-11-03,36,0.3300000,null,null,null
933,2021-08-31,2024-09-02,3,5.4000000,1000.000000,null,5
934,null,null,1,null,1000.000000,6,5
935,null,null,1,null,1000.000000,6,5
936,null,2022-11-30,5,7.0000000,null,null,null
937,null,2024-07-02,null,0.0000000,null,null,null
938,null,2022-09-05,null,0.0000000,1000.000000,null,null
